303046299667409, 217065804289140, 274080294074632 @ -80, 129, -12
424289019991568, 272223517188537, 212308478859072 @ 111, 110, 408
257918853546389, 482573908306980, 371861336850552 @ 42, -349, -201
262709625984931, 356080063608071, 530198560043095 @ -122, -54, -271
262534674262848, 385847217840304, 181955086785673 @ -53, -123, 125
361416969649937, 245949635107910, 238609312074440 @ -48, 124, 51
256528401174709, 328451764178300, 126493507107112 @ -46, -41, 203
189157277520507, 183395944457142, 254794330136978 @ 271, 242, 12
417101084321169, 403349826837608, 301708404147108 @ -16, -867, -384
443916657000129, 261364862094040, 207309621330782 @ -104, 261, 510
445989187148905, 280039274154660, 261724912332130 @ -118, 14, -223
384018329764564, 366391998973210, 165256688575202 @ -125, -209, 250
287572769657334, 325843105584465, 252502478904547 @ -169, -16, 29
420392475928145, 296847926016516, 280401837954130 @ 16, -124, -281
197076619551025, 286657857276800, 255427752567438 @ 8, 19, 22
146802707877329, 93413280056040, 407764492808782 @ 10, 233, -143
151253379361137, 314337922740008, 240716538168766 @ 50, -15, 41
406339919528789, 279120844124460, 232452348274162 @ 31, 28, 109
313819760965255, 400212924238997, 279066267543123 @ 38, -278, -53
138619371723854, 178622195559045, 262005355179187 @ -11, 130, 19
231629645330330, 328795122575601, 92779920701026 @ -73, -28, 210
374860856326796, 417582784529127, 317146463503720 @ 41, -574, -284
207124700280949, 532533971152424, 327371086901978 @ -31, -275, -63
209160583480565, 325505264093344, 427477277706594 @ -54, -23, -168
310643493503756, 241087498526426, 224186462008775 @ -105, 87, 67
405433976783529, 400962539445375, 373252814185566 @ -136, -406, -426
413196365017666, 251261427347952, 237850039029870 @ -43, 197, 70
408082212401669, 205295829406800, 171788060579632 @ -130, 313, 313
248189807453343, 410797193082636, 389129579103098 @ -35, -157, -168
195032020876999, 491259332670730, 88653940811308 @ -41, -206, 209
281652546217502, 167575749529820, 106505589615991 @ 213, 369, 455
268421242815429, 226857442494990, 357049485924082 @ 142, 158, -244
119848610733977, 283837629736400, 296666563372742 @ 15, 24, -17
309730936985157, 224439545814464, 309053416428550 @ 37, 163, -124
445603576393646, 362945287528665, 272920754529730 @ -227, -546, -166
403477765747274, 274809586510740, 276623175033727 @ -57, 49, -123
153537240761625, 238619502609236, 18315346809274 @ 38, 78, 311
146910070344538, 323256072874488, 294794475450038 @ 5, -19, -18
155839441870315, 200843108385626, 368283458264152 @ 67, 132, -127
154655357149869, 315462765998272, 295378268097196 @ 34, -15, -25
80102417227421, 39742409350404, 268107592744246 @ 61, 278, 12
204185255928437, 343761010402866, 224877101826262 @ -54, -42, 58
257502287888348, 183362789184792, 201299588231011 @ -97, 141, 87
351397823453381, 452207199118012, 331356318955538 @ -165, -240, -99
275114894740499, 337437744024690, 280959711309532 @ -65, -56, -17
375868255185737, 451900765149389, 150336096022224 @ -72, -504, 324
215671424673859, 368816310409340, 103458532609612 @ -35, -81, 209
270013128245705, 283938881236551, 273841686107650 @ 88, 18, -30
230890102501073, 470863661060178, 342227717555242 @ -80, -184, -72
33523665581441, 215907885935728, 316528682764214 @ 78, 90, -33
326572358064713, 550615366176711, 208227113021602 @ -104, -438, 98
402584119498609, 405542595169160, 303998512015342 @ -214, -233, -88
205447425444443, 323312449349880, 134490138085594 @ 126, -51, 234
269103462793615, 315741618389311, 328255650383045 @ 46, -44, -131
216605064599537, 223666596491016, 262220963083526 @ 36, 113, 9
318050145292909, 285238683462870, 235466821162212 @ 76, 11, 60
273607847151891, 330459917791338, 273493518310768 @ 91, -88, -31
166752538574807, 251389689105928, 457741010656141 @ 6, 61, -211
216819293208617, 374132755484628, 223258908677890 @ 132, -153, 76
161405882124914, 286492197665490, 341662410395617 @ 63, 19, -93
367169124031360, 488040782317508, 237018757438243 @ -197, -279, 47
262925689795790, 288427463882399, 415535981934373 @ -63, 16, -199
65854129080671, 192592225528071, 24860313437127 @ 90, 122, 273
487162771555542, 513199853566202, 424690365619220 @ -373, -309, -224
179298015484801, 313295055987888, 270778304563304 @ -40, -7, 9
376931326311862, 223237851940653, 393551950270444 @ 133, 338, -796
233384058626369, 343609645737092, 371455703093647 @ -96, -39, -97
357775768737569, 355500376300584, 388912010888638 @ 49, -255, -503
219401421157856, 212027507445887, 261271377891773 @ 51, 136, 9
168018764782633, 9285317838612, 130182885113866 @ 46, 380, 185
250927284186341, 349168814871436, 335443568375374 @ 102, -117, -154
376260750279269, 189191788321500, 240304725075082 @ -34, 347, 48
152397991843913, 309966685646608, 292554330920358 @ 33, -8, -21
420341618775945, 275213124020740, 247035608313398 @ -62, 54, 12
390767731877698, 140931229637055, 234830512994937 @ 133, 944, 93
435311212837574, 278258577989779, 243257391843084 @ 69, 40, 36
447354974048549, 312671495291750, 316862333842387 @ -204, -285, -649
200826487865329, 276980439271240, 289893993238782 @ -74, 31, -9
401782586155504, 305991205802751, 269413419061041 @ -11, -118, -105
425149050784757, 202694136998108, 192788635279214 @ -99, 526, 366
144016749529449, 294333654224460, 295362735035170 @ -26, 14, -13
348083848604073, 315642389651115, 193254162081016 @ -104, -46, 140
207018093024029, 139195168976700, 278677745452702 @ -21, 202, -6
399520321930421, 235582800925228, 239295603973374 @ 117, 346, 66
269766378606599, 218137577338716, 312336405664868 @ 99, 167, -119
372896207514554, 205365780551715, 250137926189232 @ -159, 176, 24
266028489730091, 271228155210288, 197319178924216 @ -33, 41, 109
156279761161893, 324245689376764, 232174275634852 @ 82, -33, 53
277015789336833, 262508937982824, 282224125023070 @ -67, 53, -19
103392960514454, 226878946329600, 169331610194992 @ 159, 101, 140
326074279780079, 293746628775420, 272680245085942 @ -6, -7, -34
87618291873094, 343668476644451, 92726126202185 @ 109, -48, 217
365694379939979, 189146260598790, 287693700021832 @ 79, 418, -155
450036251223179, 228456665118490, 256713578000882 @ -150, 847, -182
304429706709065, 183064330116731, 323097180278499 @ 216, 366, -243
114700182015153, 322947925087592, 259119751432910 @ 11, -15, 22
381341578648991, 297124604167392, 287756834521189 @ -230, 5, -21
300519590357168, 477165281799285, 77720937608140 @ -7, -376, 376
227732345824241, 410082405109488, 95692861879822 @ 108, -220, 318
352018349367755, 317579771514336, 202854472991656 @ -7, -87, 159
221907755623745, 189305813334060, 180171909490762 @ 292, 264, 203
220859665006881, 365949091024153, 301985658839872 @ 32, -104, -52
31949340455546, 244722071566245, 188330495430550 @ 103, 64, 94
310031437489229, 359488903015440, 479702692311382 @ 29, -165, -532
209737896308826, 329725437962241, 238151978552127 @ -83, -22, 43
313206542286155, 272521973208702, 296558468106154 @ -14, 43, -78
298253829554813, 328232515446675, 232337223669241 @ 12, -76, 61
366413595076557, 331465535946170, 314459466959761 @ -28, -141, -193
228261362654459, 297976928458662, 383948433235045 @ -66, 7, -125
253491636095159, 170992673906887, 553192673697003 @ -126, 138, -275
212800128253125, 340123243525429, 266252947779277 @ 148, -90, -7
415941686699957, 292926338791323, 266430391801816 @ 20, -80, -144
384544181981657, 438628757484456, 158309496414136 @ -120, -419, 276
310168661529236, 225398584725871, 177593398732684 @ -45, 132, 164
365749336698116, 283910062127706, 220351008466411 @ 13, 11, 121
62743923084461, 97531183132484, 142220536110830 @ 75, 216, 142
326720261585561, 218488970235192, 200073317939758 @ -73, 147, 122
386398446427464, 309504686138109, 299349660975690 @ -181, -34, -78
133620200194889, 223581618915390, 124226525230672 @ 108, 104, 199
153459159122214, 496724688318678, 44785946193297 @ 29, -229, 273
11365561855318, 336994841944562, 75606016316333 @ 145, -33, 217
226914016311581, 263186441377312, 504999561989642 @ -9, 51, -327
384819141831641, 289587584295268, 259595294532254 @ 18, -20, -38
239018855976326, 194862660572010, 178900162448410 @ -45, 139, 122
268595855121289, 374925993989022, 277143929109528 @ 44, -160, -29
354665699224183, 306788518543059, 282426448469339 @ -94, -34, -51
387565071385089, 371730370212680, 167290479513302 @ 136, -563, 522
103158999034929, 249359958273540, 359292322575082 @ 136, 68, -115
325165491295904, 260199289407555, 243127954482382 @ 49, 82, 38
267860216638320, 179692459043026, 439586580292259 @ -59, 171, -243
376001561959931, 524734562478009, 242264108861980 @ -138, -540, 40
214450515415318, 159763352555501, 376986241155823 @ 35, 208, -163
394297041542341, 303373087009460, 226282286235074 @ 91, -126, 145
51177343578193, 220602453954456, 154691546119982 @ 128, 95, 138
324530472000999, 365417037154011, 267219616983469 @ -46, -154, -13
423037264784145, 337263959949304, 326464987599290 @ -64, -383, -551
95178319642971, 283655188828330, 292785831242096 @ 55, 24, -15
395376589776529, 217517563318640, 253407352035582 @ -40, 304, -8
166739299304221, 85448833088192, 148617381038326 @ 188, 373, 206
380222368220773, 273298396718364, 268652344881124 @ -164, 41, -16
207005398682969, 380148798612352, 309742248921534 @ 69, -132, -68
58553021741579, 327500114380600, 321988604706192 @ 129, -27, -53
220852862434025, 308354540071662, 298397965702471 @ 8, -13, -41
293937416850209, 274082591679029, 548272056517383 @ -96, 36, -399
123213451504129, 256367954091865, 186986187953457 @ 128, 60, 115
418340047469993, 317867454827448, 247742849388766 @ -74, -207, 10
361434379917737, 254411878758429, 381212184767908 @ -120, 82, -260
446195869531869, 368142316770280, 440281304661672 @ -314, -99, -245
78615637058877, 268918041816052, 426813479316490 @ 83, 40, -163
368533255347904, 245120922788415, 329502695541232 @ -97, 116, -184
155401481772789, 322077289526454, 379945208476096 @ 154, -40, -181
108268069857939, 321282268895470, 262807854678582 @ 23, -14, 18
354525454537049, 170376692110920, 238736293802272 @ -68, 301, 49
389090953960966, 319163588353416, 239359850899903 @ -163, -67, 47
265578640984837, 262987165619676, 301141478544918 @ -5, 56, -60
165942069580161, 413871915978094, 126270662631390 @ 8, -128, 174
393651885342863, 264245485483098, 267838870650418 @ 65, 116, -108
81818773301104, 87032447939390, 186381057020082 @ 119, 259, 106
440552337076289, 276640489995480, 280757349154666 @ -156, 49, -285
440979513830057, 285700009791636, 240707686245208 @ 12, -85, 79
420839543832197, 280819698680346, 238240742864659 @ -28, 15, 75
364965221248307, 136538807912559, 211877122713706 @ 146, 740, 194
380701557527123, 364922678666094, 236927422988399 @ 42, -373, 67
63418462476551, 279832180044859, 324989128748187 @ 126, 28, -57
242881463444648, 341439287740806, 399299965150297 @ -105, -37, -127
153170474236229, 299175872349140, 149128971452882 @ 15, 6, 145
143447577842385, 335373264673576, 296756828410190 @ 8, -32, -20
251536485818501, 225055212410622, 153269169377352 @ -114, 86, 133
388389713136849, 480085037891560, 454790475041102 @ -232, -257, -263
405427081499839, 405027105675640, 280944941142982 @ -247, -171, -22
317162399922845, 189695295480567, 323538939412313 @ -108, 170, -89
258255091812029, 219345442080448, 293944751124307 @ -36, 117, -37
293720206437644, 320224149000930, 269329606911877 @ -35, -45, -9
198941221003196, 314185435774866, 244659039365044 @ 7, -17, 36
178474297801457, 317677899621096, 401183237084494 @ 15, -19, -158
375582710814995, 280134976259070, 242429258811124 @ 33, 24, 41
232781439983047, 559973301504001, 284786054190387 @ -34, -342, -17
410822806336616, 306363662268176, 264556489507140 @ 123, -219, -156
181161892543121, 283147174510312, 257224286731150 @ 201, 21, 11
251093231161042, 427356568367407, 163506152832068 @ 71, -258, 192
270953887148869, 460511950909354, 416143993889347 @ 44, -333, -307
39447330567149, 74059903971081, 207728120149714 @ 284, 330, 90
173664035524121, 207868807180768, 349435315153278 @ 81, 132, -116
439565170280267, 274234636628658, 277283455970434 @ -30, 95, -438
426622481349041, 366462335751962, 373275114242656 @ -192, -332, -499
116494455898194, 338830732193328, 396935537998247 @ 79, -43, -147
277839892810141, 531368581630412, 318450947126026 @ -58, -353, -76
427825477640039, 261829067445189, 221737811404144 @ -106, 146, 184
210659546579298, 215600148300671, 340540205244136 @ 143, 150, -148
303555295160593, 281304970910376, 162199056675534 @ -133, 26, 142
443954223882777, 289603779616532, 232841396257193 @ -184, -63, 127
357795871607095, 296706086704194, 270000080589282 @ 50, -37, -62
232171886534329, 287980677438995, 242308845940077 @ -56, 18, 39
394770859803623, 444163388030670, 342243697216600 @ -138, -461, -256
421564395423654, 325321627702687, 261851076781800 @ -161, -174, -44
340349283486506, 312703624909116, 248010382848043 @ -63, -47, 27
198014790887192, 328316454914190, 372414399656623 @ -69, -21, -93
138455191657151, 259919844453144, 309805191054118 @ 71, 53, -46
325924283150545, 167208073343336, 431164236929102 @ -80, 240, -317
425681908657542, 248533184563843, 259697371640378 @ -137, 198, -54
224278690577880, 30214208568755, 160483307778445 @ 241, 634, 239
202195116776023, 265185650963144, 228481569939980 @ -35, 45, 55
422977125566351, 268885192594154, 376447210629012 @ -57, 102, -927
149270678526521, 178414883520912, 291641621126242 @ 18, 143, -17
274625988201485, 294732821199516, 339953743369906 @ -87, 8, -91
159235849368929, 337102489052640, 210574031358142 @ 184, -71, 94
151254591269549, 348973518041520, 215838635922022 @ 187, -89, 84
413003238699281, 405800955620776, 312927274724430 @ -108, -567, -290
437477309342711, 296364716394036, 202370879306160 @ -54, -175, 516
379757693919014, 296871605515335, 277962570347302 @ -167, -8, -34
145092640710969, 255238260648483, 238813004877808 @ 104, 62, 44
209954403842953, 396160487139840, 555634630925582 @ -14, -121, -362
394187952755429, 462504616746732, 315079491006634 @ -161, -448, -149
386760154018604, 439260478103892, 376503584342629 @ 39, -775, -631
435811850289629, 274382160922176, 258158666288902 @ -11, 87, -152
123912262092455, 20971562730090, 94962859998229 @ 122, 379, 239
212539300302753, 49972761162040, 210651913863646 @ -37, 304, 77
409680266438789, 267146866715180, 306429779589214 @ -51, 94, -310
161020385304074, 409300517998587, 157366740054049 @ 109, -164, 165
404756352263629, 271351898652795, 240737810224862 @ 44, 80, 54
96210228223541, 299931010941618, 272073444795304 @ 30, 8, 9
224051507513621, 255896400474504, 525785471221798 @ -89, 53, -256
366625381866317, 358165015815768, 276580817282074 @ -58, -203, -60
358752778395941, 399664896245298, 278977780058122 @ -164, -173, -22
416302507248674, 511306548940095, 360075638442007 @ -249, -418, -187
304925777380077, 295505517740684, 459056049028486 @ -175, 12, -184
177784853567699, 178086065762696, 214303835136398 @ -21, 141, 70
194524154753033, 377216546280000, 313633952496358 @ 126, -141, -84
163468715889459, 115088942683170, 223481337019197 @ 286, 371, 79
311065753341104, 31758839256330, 244516783944277 @ -11, 563, 35
228583441747409, 396559800042840, 396554015148862 @ 80, -181, -236
